Player,Pos,Salary,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER
Kawhi Leonard,SF,39344900.00 ,29.00 ,LAC,52.00 ,52.00 ,34.10 ,8.90 ,17.50 ,0.51 ,1.90 ,4.90 ,0.40 ,7.00 ,12.60 ,0.56 ,0.57 ,5.00 ,5.70 ,0.89 ,1.10 ,5.40 ,6.50 ,5.20 ,1.60 ,0.40 ,2.00 ,1.60 ,24.80 ,27.60 
Meyers Leonard,C,#N/A,28.00 ,MIA,3.00 ,2.00 ,9.70 ,1.00 ,2.30 ,0.43 ,1.00 ,2.30 ,0.43 ,0.00 ,0.00 ,,0.64 ,0.30 ,0.70 ,0.50 ,0.00 ,2.30 ,2.30 ,0.70 ,0.00 ,0.00 ,0.70 ,1.70 ,3.30 ,2.90 
Caris LeVert,SG,17500000.00 ,26.00 ,TOT,47.00 ,39.00 ,31.60 ,7.60 ,17.30 ,0.44 ,1.80 ,5.50 ,0.33 ,5.90 ,11.80 ,0.50 ,0.49 ,3.10 ,3.80 ,0.81 ,0.70 ,3.90 ,4.60 ,5.20 ,1.40 ,0.60 ,2.20 ,2.20 ,20.20 ,19.40 
Caris LeVert,SG,17500000.00 ,26.00 ,BRK,12.00 ,4.00 ,27.80 ,7.30 ,16.70 ,0.44 ,1.80 ,5.30 ,0.35 ,5.40 ,11.40 ,0.47 ,0.49 ,2.20 ,2.80 ,0.77 ,0.80 ,3.50 ,4.30 ,6.00 ,1.10 ,0.50 ,2.20 ,1.70 ,18.50 ,18.70 
Caris LeVert,SG,17500000.00 ,26.00 ,IND,35.00 ,35.00 ,32.90 ,7.80 ,17.50 ,0.44 ,1.80 ,5.60 ,0.32 ,6.00 ,12.00 ,0.50 ,0.49 ,3.40 ,4.20 ,0.82 ,0.70 ,4.00 ,4.60 ,4.90 ,1.50 ,0.70 ,2.20 ,2.40 ,20.70 ,19.50 
Kira Lewis Jr.,PG,3822240.00 ,19.00 ,NOP,54.00 ,0.00 ,16.70 ,2.40 ,6.20 ,0.39 ,0.70 ,2.20 ,0.33 ,1.70 ,4.00 ,0.42 ,0.45 ,0.80 ,0.90 ,0.84 ,0.20 ,1.10 ,1.30 ,2.30 ,0.70 ,0.20 ,0.60 ,1.60 ,6.40 ,5.40 
Damian Lillard,PG,39344900.00 ,30.00 ,POR,67.00 ,67.00 ,35.80 ,9.00 ,19.90 ,0.45 ,4.10 ,10.50 ,0.39 ,4.90 ,9.40 ,0.52 ,0.55 ,6.70 ,7.20 ,0.93 ,0.50 ,3.70 ,4.20 ,7.50 ,0.90 ,0.30 ,3.00 ,1.50 ,28.80 ,28.80 
Nassir Little,PF,2316240.00 ,20.00 ,POR,48.00 ,2.00 ,13.30 ,1.60 ,3.50 ,0.47 ,0.60 ,1.70 ,0.35 ,1.00 ,1.80 ,0.58 ,0.55 ,0.80 ,0.90 ,0.80 ,0.70 ,2.00 ,2.70 ,0.50 ,0.10 ,0.30 ,0.40 ,1.10 ,4.60 ,5.10 
Kevon Looney,C,5178572.00 ,24.00 ,GSW,61.00 ,34.00 ,19.00 ,1.80 ,3.20 ,0.55 ,0.10 ,0.30 ,0.24 ,1.70 ,3.00 ,0.58 ,0.56 ,0.50 ,0.80 ,0.65 ,1.90 ,3.40 ,5.30 ,2.00 ,0.30 ,0.40 ,0.60 ,2.20 ,4.10 ,8.20 
Brook Lopez,C,13302325.00 ,32.00 ,MIL,70.00 ,70.00 ,27.20 ,4.60 ,9.10 ,0.50 ,1.40 ,4.00 ,0.34 ,3.20 ,5.10 ,0.63 ,0.58 ,1.70 ,2.00 ,0.85 ,1.50 ,3.50 ,5.00 ,0.70 ,0.60 ,1.50 ,0.90 ,2.10 ,12.30 ,13.20 
Robin Lopez,C,5000000.00 ,32.00 ,WAS,71.00 ,9.00 ,19.10 ,3.80 ,6.00 ,0.63 ,0.10 ,0.30 ,0.28 ,3.70 ,5.70 ,0.65 ,0.64 ,1.40 ,1.90 ,0.72 ,2.00 ,1.80 ,3.80 ,0.80 ,0.20 ,0.60 ,1.10 ,1.50 ,9.00 ,10.20 
Didi Louzada,SF,1786878.00 ,21.00 ,NOP,3.00 ,0.00 ,18.70 ,1.00 ,4.30 ,0.23 ,0.70 ,2.70 ,0.25 ,0.30 ,1.70 ,0.20 ,0.31 ,0.00 ,0.00 ,,0.30 ,0.70 ,1.00 ,1.00 ,0.70 ,0.00 ,1.00 ,1.70 ,2.70 ,0.40 
Kevin Love,PF,31300000.00 ,32.00 ,CLE,25.00 ,25.00 ,24.90 ,4.10 ,10.10 ,0.41 ,2.30 ,6.20 ,0.37 ,1.80 ,3.80 ,0.48 ,0.52 ,1.70 ,2.00 ,0.82 ,0.70 ,6.80 ,7.40 ,2.50 ,0.60 ,0.10 ,1.50 ,1.00 ,12.20 ,15.50 
Kyle Lowry,PG,26984128.00 ,34.00 ,TOR,46.00 ,46.00 ,34.80 ,5.70 ,13.00 ,0.44 ,2.80 ,7.20 ,0.40 ,2.80 ,5.80 ,0.49 ,0.55 ,3.00 ,3.50 ,0.88 ,0.80 ,4.60 ,5.40 ,7.30 ,1.00 ,0.30 ,2.70 ,3.10 ,17.20 ,20.30 
Timothé Luwawu-Cabarrot,SF,1939350.00 ,25.00 ,BRK,58.00 ,7.00 ,18.10 ,2.20 ,6.10 ,0.37 ,1.30 ,4.10 ,0.31 ,0.90 ,2.00 ,0.47 ,0.47 ,0.60 ,0.70 ,0.81 ,0.50 ,1.70 ,2.20 ,1.20 ,0.60 ,0.10 ,0.70 ,1.70 ,6.40 ,4.80 
Trey Lyles,PF,2500000.00 ,25.00 ,SAS,23.00 ,9.00 ,15.60 ,1.90 ,3.90 ,0.48 ,0.60 ,1.70 ,0.35 ,1.30 ,2.20 ,0.58 ,0.56 ,0.70 ,1.00 ,0.65 ,0.40 ,3.30 ,3.70 ,0.60 ,0.30 ,0.00 ,0.30 ,0.60 ,5.00 ,6.70 
Will Magnay,C,#N/A,22.00 ,NOP,1.00 ,0.00 ,3.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,-2.00 
Thon Maker,C,#N/A,23.00 ,CLE,8.00 ,0.00 ,9.50 ,1.30 ,2.30 ,0.56 ,0.00 ,0.30 ,0.00 ,1.30 ,2.00 ,0.63 ,0.56 ,1.30 ,1.40 ,0.91 ,1.00 ,1.30 ,2.30 ,0.50 ,0.30 ,0.50 ,0.40 ,0.90 ,3.80 ,5.40 
Théo Maledon,PG,2000000.00 ,19.00 ,OKC,65.00 ,49.00 ,27.40 ,3.50 ,9.40 ,0.37 ,1.60 ,4.80 ,0.34 ,1.90 ,4.60 ,0.40 ,0.45 ,1.60 ,2.10 ,0.75 ,0.40 ,2.90 ,3.20 ,3.50 ,0.90 ,0.20 ,2.20 ,1.90 ,10.10 ,9.60 
Karim Mané,PG,#N/A,20.00 ,ORL,10.00 ,0.00 ,8.80 ,0.30 ,1.30 ,0.23 ,0.10 ,0.20 ,0.50 ,0.20 ,1.10 ,0.18 ,0.27 ,0.40 ,0.50 ,0.80 ,0.10 ,1.30 ,1.40 ,0.40 ,0.00 ,0.20 ,0.30 ,1.00 ,1.10 ,1.00 
Terance Mann,SG,1782621.00 ,24.00 ,LAC,67.00 ,10.00 ,18.90 ,2.70 ,5.20 ,0.51 ,0.60 ,1.40 ,0.42 ,2.10 ,3.90 ,0.54 ,0.56 ,1.20 ,1.40 ,0.83 ,0.80 ,2.80 ,3.60 ,1.60 ,0.40 ,0.20 ,0.60 ,1.90 ,7.00 ,8.20 
Nico Mannion,PG,#N/A,19.00 ,GSW,30.00 ,1.00 ,12.10 ,1.30 ,3.80 ,0.34 ,0.70 ,2.00 ,0.37 ,0.60 ,1.80 ,0.32 ,0.44 ,0.80 ,0.90 ,0.82 ,0.20 ,1.30 ,1.50 ,2.30 ,0.50 ,0.00 ,1.00 ,1.00 ,4.10 ,4.80 
Boban Marjanović,C,3500000.00 ,32.00 ,DAL,33.00 ,3.00 ,8.20 ,1.90 ,3.70 ,0.51 ,0.00 ,0.20 ,0.13 ,1.80 ,3.50 ,0.54 ,0.51 ,0.90 ,1.20 ,0.82 ,1.40 ,2.50 ,3.90 ,0.30 ,0.10 ,0.20 ,0.40 ,0.90 ,4.70 ,6.20 
Lauri Markkanen,PF,15690909.00 ,23.00 ,CHI,51.00 ,26.00 ,25.80 ,4.90 ,10.20 ,0.48 ,2.30 ,5.80 ,0.40 ,2.60 ,4.40 ,0.58 ,0.59 ,1.50 ,1.80 ,0.83 ,0.70 ,4.60 ,5.30 ,0.90 ,0.50 ,0.30 ,1.00 ,1.50 ,13.60 ,13.50 
Naji Marshall,SF,1517981.00 ,23.00 ,NOP,32.00 ,10.00 ,21.90 ,2.60 ,6.50 ,0.39 ,0.90 ,2.60 ,0.35 ,1.70 ,3.90 ,0.42 ,0.46 ,1.70 ,2.30 ,0.71 ,0.50 ,4.20 ,4.60 ,2.80 ,0.80 ,0.30 ,1.20 ,1.80 ,7.70 ,9.90 
Caleb Martin,SF,527614.00 ,25.00 ,CHO,53.00 ,3.00 ,15.40 ,1.80 ,4.80 ,0.38 ,0.60 ,2.40 ,0.25 ,1.20 ,2.50 ,0.50 ,0.44 ,0.80 ,1.20 ,0.64 ,0.60 ,2.10 ,2.70 ,1.30 ,0.70 ,0.20 ,0.60 ,1.20 ,5.00 ,5.30 
Cody Martin,SF,1782621.00 ,25.00 ,CHO,52.00 ,10.00 ,16.30 ,1.60 ,3.60 ,0.44 ,0.30 ,1.10 ,0.28 ,1.30 ,2.50 ,0.52 ,0.48 ,0.50 ,0.80 ,0.58 ,1.00 ,2.10 ,3.10 ,1.70 ,0.70 ,0.20 ,0.80 ,1.00 ,4.00 ,6.40 
Jeremiah Martin,PG,#N/A,24.00 ,CLE,9.00 ,0.00 ,8.30 ,1.00 ,3.70 ,0.27 ,0.30 ,1.30 ,0.25 ,0.70 ,2.30 ,0.29 ,0.32 ,0.10 ,0.60 ,0.20 ,0.20 ,0.60 ,0.80 ,0.40 ,0.60 ,0.20 ,0.70 ,0.10 ,2.40 ,1.10 
Kelan Martin,SF,0.00 ,25.00 ,IND,35.00 ,0.00 ,9.20 ,1.80 ,3.90 ,0.45 ,0.70 ,1.70 ,0.40 ,1.10 ,2.20 ,0.49 ,0.54 ,0.30 ,0.30 ,0.90 ,0.50 ,1.70 ,2.20 ,0.50 ,0.30 ,0.30 ,0.50 ,1.00 ,4.50 ,4.70 
Kenyon Martin Jr.,SF,1517981.00 ,20.00 ,HOU,45.00 ,8.00 ,23.70 ,3.60 ,7.10 ,0.51 ,0.80 ,2.10 ,0.37 ,2.80 ,4.90 ,0.57 ,0.56 ,1.30 ,1.90 ,0.71 ,1.60 ,3.80 ,5.40 ,1.10 ,0.70 ,0.90 ,0.80 ,2.00 ,9.30 ,11.30 
Frank Mason III,PG,#N/A,26.00 ,ORL,4.00 ,1.00 ,19.80 ,2.30 ,6.00 ,0.38 ,0.50 ,1.30 ,0.40 ,1.80 ,4.80 ,0.37 ,0.42 ,1.30 ,1.80 ,0.71 ,0.80 ,2.30 ,3.00 ,3.00 ,0.00 ,0.00 ,1.30 ,1.80 ,6.30 ,6.30 
Garrison Mathews,SG,1093598.00 ,24.00 ,WAS,64.00 ,24.00 ,16.20 ,1.50 ,3.70 ,0.41 ,1.20 ,3.10 ,0.38 ,0.30 ,0.60 ,0.54 ,0.57 ,1.30 ,1.50 ,0.88 ,0.30 ,1.10 ,1.40 ,0.40 ,0.50 ,0.10 ,0.20 ,1.70 ,5.50 ,3.80 
Dakota Mathias,SG,#N/A,25.00 ,PHI,8.00 ,2.00 ,15.40 ,2.40 ,6.00 ,0.40 ,1.00 ,3.30 ,0.31 ,1.40 ,2.80 ,0.50 ,0.48 ,0.30 ,0.80 ,0.33 ,0.10 ,0.80 ,0.90 ,1.60 ,0.10 ,0.40 ,0.10 ,0.90 ,6.00 ,4.00 
Wesley Matthews,SG,1958501.00 ,34.00 ,LAL,58.00 ,10.00 ,19.50 ,1.50 ,4.30 ,0.35 ,1.10 ,3.40 ,0.34 ,0.40 ,0.90 ,0.42 ,0.48 ,0.60 ,0.70 ,0.85 ,0.30 ,1.30 ,1.60 ,0.90 ,0.70 ,0.30 ,0.40 ,1.40 ,4.80 ,4.00 
Tyrese Maxey,SG,2602920.00 ,20.00 ,PHI,61.00 ,8.00 ,15.30 ,3.20 ,7.00 ,0.46 ,0.50 ,1.70 ,0.30 ,2.70 ,5.30 ,0.51 ,0.50 ,1.00 ,1.10 ,0.87 ,0.20 ,1.50 ,1.70 ,2.00 ,0.40 ,0.20 ,0.70 ,1.30 ,8.00 ,7.10 
Skylar Mays,SG,34231.00 ,23.00 ,ATL,33.00 ,0.00 ,8.20 ,1.30 ,3.00 ,0.45 ,0.40 ,1.20 ,0.35 ,0.90 ,1.80 ,0.52 ,0.52 ,0.70 ,0.80 ,0.88 ,0.30 ,0.80 ,1.10 ,0.90 ,0.40 ,0.10 ,0.30 ,0.50 ,3.80 ,4.00 
Patrick McCaw,SF,#N/A,25.00 ,TOR,5.00 ,0.00 ,6.60 ,0.20 ,0.20 ,1.00 ,0.00 ,0.00 ,,0.20 ,0.20 ,1.00 ,1.00 ,0.60 ,0.60 ,1.00 ,0.20 ,0.40 ,0.60 ,0.80 ,0.40 ,0.00 ,0.00 ,1.20 ,1.00 ,1.60 
CJ McCollum,SG,30864198.00 ,29.00 ,POR,47.00 ,47.00 ,34.00 ,8.60 ,18.80 ,0.46 ,3.60 ,8.90 ,0.40 ,5.00 ,9.90 ,0.51 ,0.55 ,2.30 ,2.80 ,0.81 ,0.60 ,3.30 ,3.90 ,4.70 ,0.90 ,0.40 ,1.40 ,1.90 ,23.10 ,20.40 
T.J. McConnell,PG,7500000.00 ,28.00 ,IND,69.00 ,3.00 ,26.00 ,4.00 ,7.10 ,0.56 ,0.20 ,0.70 ,0.31 ,3.80 ,6.40 ,0.59 ,0.57 ,0.50 ,0.70 ,0.69 ,0.80 ,2.90 ,3.70 ,6.60 ,1.90 ,0.30 ,2.00 ,1.60 ,8.60 ,16.20 
Jaden McDaniels,PF,2063280.00 ,20.00 ,MIN,63.00 ,27.00 ,24.00 ,2.60 ,5.80 ,0.45 ,1.10 ,3.10 ,0.36 ,1.50 ,2.70 ,0.54 ,0.55 ,0.40 ,0.70 ,0.60 ,0.80 ,2.90 ,3.70 ,1.10 ,0.60 ,1.00 ,0.70 ,2.70 ,6.80 ,7.00 
Jalen McDaniels,SF,1782621.00 ,23.00 ,CHO,47.00 ,18.00 ,19.20 ,2.80 ,6.00 ,0.47 ,0.70 ,2.20 ,0.33 ,2.10 ,3.80 ,0.55 ,0.53 ,1.00 ,1.40 ,0.70 ,1.00 ,2.60 ,3.60 ,1.10 ,0.60 ,0.40 ,1.00 ,2.00 ,7.40 ,7.50 
Doug McDermott,PF,13750000.00 ,29.00 ,IND,66.00 ,29.00 ,24.50 ,5.40 ,10.10 ,0.53 ,1.70 ,4.30 ,0.39 ,3.70 ,5.70 ,0.64 ,0.62 ,1.20 ,1.50 ,0.82 ,0.90 ,2.40 ,3.30 ,1.30 ,0.30 ,0.10 ,0.80 ,1.80 ,13.60 ,11.80 
Sean McDermott,SF,#N/A,24.00 ,MEM,18.00 ,0.00 ,8.80 ,0.70 ,1.80 ,0.39 ,0.30 ,1.20 ,0.23 ,0.40 ,0.60 ,0.73 ,0.47 ,0.40 ,0.40 ,1.00 ,0.30 ,0.70 ,1.10 ,0.20 ,0.10 ,0.20 ,0.20 ,0.40 ,2.20 ,2.30 
JaVale McGee,C,5000000.00 ,33.00 ,TOT,46.00 ,2.00 ,14.70 ,3.10 ,6.10 ,0.51 ,0.10 ,0.50 ,0.21 ,3.00 ,5.60 ,0.54 ,0.52 ,1.00 ,1.50 ,0.66 ,1.70 ,3.50 ,5.20 ,0.80 ,0.40 ,1.20 ,1.30 ,2.60 ,7.30 ,8.80 
JaVale McGee,C,5000000.00 ,33.00 ,CLE,33.00 ,1.00 ,15.20 ,3.40 ,6.50 ,0.52 ,0.20 ,0.60 ,0.25 ,3.20 ,5.90 ,0.55 ,0.53 ,1.10 ,1.70 ,0.66 ,1.60 ,3.50 ,5.20 ,1.00 ,0.50 ,1.20 ,1.40 ,2.40 ,8.00 ,9.80 
JaVale McGee,C,5000000.00 ,33.00 ,DEN,13.00 ,1.00 ,13.50 ,2.50 ,5.20 ,0.48 ,0.00 ,0.30 ,0.00 ,2.50 ,4.80 ,0.51 ,0.48 ,0.60 ,0.90 ,0.67 ,1.80 ,3.50 ,5.30 ,0.50 ,0.20 ,1.10 ,1.20 ,3.20 ,5.50 ,6.40 
Rodney McGruder,SG,1939350.00 ,29.00 ,DET,16.00 ,2.00 ,12.10 ,2.30 ,4.40 ,0.53 ,0.70 ,1.50 ,0.46 ,1.60 ,2.90 ,0.57 ,0.61 ,0.40 ,0.50 ,0.75 ,0.50 ,0.90 ,1.40 ,1.00 ,0.50 ,0.10 ,0.40 ,0.80 ,5.70 ,5.70 
Alfonzo McKinnie,SF,1090007.00 ,28.00 ,LAL,39.00 ,0.00 ,6.60 ,1.20 ,2.40 ,0.52 ,0.40 ,1.00 ,0.41 ,0.80 ,1.40 ,0.59 ,0.60 ,0.30 ,0.50 ,0.56 ,0.60 ,0.80 ,1.40 ,0.20 ,0.20 ,0.00 ,0.10 ,0.70 ,3.10 ,2.80 
Jordan McLaughlin,PG,1669178.00 ,24.00 ,MIN,51.00 ,2.00 ,18.40 ,2.00 ,4.70 ,0.41 ,0.60 ,1.80 ,0.36 ,1.30 ,2.90 ,0.45 ,0.48 ,0.50 ,0.60 ,0.77 ,0.40 ,1.70 ,2.10 ,3.80 ,1.00 ,0.10 ,1.00 ,0.90 ,5.00 ,8.30 
Ben McLemore,SG,2389641.00 ,27.00 ,TOT,53.00 ,5.00 ,17.10 ,2.50 ,6.90 ,0.37 ,1.80 ,5.30 ,0.35 ,0.70 ,1.60 ,0.45 ,0.50 ,0.70 ,1.00 ,0.74 ,0.30 ,1.60 ,1.90 ,0.70 ,0.40 ,0.20 ,0.80 ,1.70 ,7.70 ,4.50 
Ben McLemore,SG,2389641.00 ,27.00 ,HOU,32.00 ,4.00 ,16.80 ,2.50 ,7.00 ,0.36 ,1.70 ,5.20 ,0.33 ,0.80 ,1.80 ,0.43 ,0.48 ,0.70 ,1.00 ,0.72 ,0.30 ,1.70 ,2.10 ,0.90 ,0.60 ,0.10 ,0.90 ,1.60 ,7.40 ,4.70 
Ben McLemore,SG,2389641.00 ,27.00 ,LAL,21.00 ,1.00 ,17.50 ,2.60 ,6.70 ,0.39 ,2.00 ,5.40 ,0.37 ,0.60 ,1.30 ,0.48 ,0.54 ,0.80 ,1.00 ,0.76 ,0.20 ,1.40 ,1.60 ,0.50 ,0.10 ,0.30 ,0.70 ,1.80 ,8.00 ,4.40 
Nicolò Melli,PF,#N/A,30.00 ,TOT,45.00 ,4.00 ,12.60 ,1.00 ,3.10 ,0.33 ,0.50 ,1.90 ,0.27 ,0.50 ,1.20 ,0.41 ,0.41 ,0.40 ,0.60 ,0.76 ,0.60 ,2.10 ,2.70 ,1.00 ,0.30 ,0.10 ,0.30 ,1.30 ,3.00 ,3.50 
Nicolò Melli,PF,#N/A,30.00 ,NOP,22.00 ,0.00 ,11.00 ,0.70 ,2.70 ,0.25 ,0.30 ,1.70 ,0.19 ,0.40 ,1.00 ,0.36 ,0.31 ,0.30 ,0.30 ,0.86 ,0.50 ,2.00 ,2.60 ,1.10 ,0.40 ,0.00 ,0.30 ,1.30 ,2.00 ,2.80 
Nicolò Melli,PF,#N/A,30.00 ,DAL,23.00 ,4.00 ,14.10 ,1.30 ,3.60 ,0.38 ,0.70 ,2.10 ,0.33 ,0.70 ,1.50 ,0.44 ,0.48 ,0.60 ,0.80 ,0.72 ,0.70 ,2.10 ,2.80 ,0.80 ,0.20 ,0.10 ,0.20 ,1.30 ,4.00 ,4.10 
De'Anthony Melton,PG,8437500.00 ,22.00 ,MEM,52.00 ,1.00 ,20.10 ,3.30 ,7.60 ,0.44 ,1.70 ,4.10 ,0.41 ,1.60 ,3.50 ,0.47 ,0.55 ,0.80 ,1.00 ,0.80 ,0.60 ,2.50 ,3.10 ,2.50 ,1.20 ,0.60 ,1.30 ,1.60 ,9.10 ,10.40 
Sam Merrill,SG,663024.00 ,24.00 ,MIL,30.00 ,2.00 ,7.80 ,1.10 ,2.40 ,0.44 ,0.70 ,1.60 ,0.45 ,0.40 ,0.80 ,0.44 ,0.59 ,0.10 ,0.10 ,1.00 ,0.20 ,0.80 ,1.00 ,0.70 ,0.30 ,0.00 ,0.30 ,0.60 ,3.00 ,3.10 
Chimezie Metu,C,1762796.00 ,23.00 ,SAC,36.00 ,6.00 ,13.60 ,2.50 ,5.00 ,0.51 ,0.40 ,1.00 ,0.35 ,2.20 ,3.90 ,0.55 ,0.55 ,0.90 ,1.20 ,0.72 ,0.90 ,2.30 ,3.10 ,0.80 ,0.40 ,0.50 ,0.80 ,1.60 ,6.30 ,6.70 
Khris Middleton,SF,35500000.00 ,29.00 ,MIL,68.00 ,68.00 ,33.40 ,7.50 ,15.80 ,0.48 ,2.20 ,5.40 ,0.41 ,5.30 ,10.40 ,0.51 ,0.55 ,3.10 ,3.50 ,0.90 ,0.80 ,5.20 ,6.00 ,5.40 ,1.10 ,0.10 ,2.60 ,2.40 ,20.40 ,21.90 
Darius Miller,SF,#N/A,30.00 ,OKC,18.00 ,0.00 ,10.90 ,1.20 ,2.70 ,0.46 ,0.90 ,2.30 ,0.41 ,0.30 ,0.30 ,0.83 ,0.64 ,0.70 ,0.70 ,1.00 ,0.10 ,1.20 ,1.30 ,1.20 ,0.70 ,0.30 ,0.40 ,0.70 ,4.10 ,5.40 
Patty Mills,PG,5890000.00 ,32.00 ,SAS,68.00 ,1.00 ,24.80 ,3.70 ,9.00 ,0.41 ,2.40 ,6.30 ,0.38 ,1.30 ,2.70 ,0.50 ,0.54 ,1.00 ,1.10 ,0.91 ,0.30 ,1.40 ,1.70 ,2.40 ,0.60 ,0.00 ,1.00 ,1.20 ,10.80 ,8.90 
Paul Millsap,PF,2641691.00 ,35.00 ,DEN,56.00 ,36.00 ,20.80 ,3.40 ,7.20 ,0.48 ,0.90 ,2.60 ,0.34 ,2.50 ,4.60 ,0.55 ,0.54 ,1.30 ,1.80 ,0.72 ,1.40 ,3.30 ,4.70 ,1.80 ,0.90 ,0.60 ,0.90 ,2.00 ,9.00 ,10.70 
Shake Milton,SG,1846738.00 ,24.00 ,PHI,63.00 ,4.00 ,23.20 ,4.80 ,10.60 ,0.45 ,1.10 ,3.20 ,0.35 ,3.60 ,7.40 ,0.49 ,0.50 ,2.30 ,2.80 ,0.83 ,0.50 ,1.80 ,2.30 ,3.10 ,0.60 ,0.30 ,1.60 ,2.10 ,13.00 ,10.90 
Donovan Mitchell,PG,28103550.00 ,24.00 ,UTA,53.00 ,53.00 ,33.40 ,9.00 ,20.60 ,0.44 ,3.40 ,8.70 ,0.39 ,5.70 ,11.90 ,0.48 ,0.52 ,5.00 ,6.00 ,0.85 ,0.90 ,3.50 ,4.40 ,5.20 ,1.00 ,0.30 ,2.80 ,2.20 ,26.40 ,22.50 
Adam Mokoka,SG,#N/A,22.00 ,CHI,14.00 ,0.00 ,4.00 ,0.50 ,1.40 ,0.37 ,0.10 ,0.70 ,0.10 ,0.40 ,0.60 ,0.67 ,0.40 ,0.00 ,0.10 ,0.00 ,0.10 ,0.30 ,0.40 ,0.40 ,0.10 ,0.10 ,0.40 ,0.40 ,1.10 ,0.70 
Malik Monk,SG,1789256.00 ,22.00 ,CHO,42.00 ,0.00 ,20.90 ,4.10 ,9.50 ,0.43 ,2.00 ,5.00 ,0.40 ,2.10 ,4.50 ,0.47 ,0.54 ,1.40 ,1.70 ,0.82 ,0.30 ,2.10 ,2.40 ,2.10 ,0.50 ,0.10 ,1.30 ,1.10 ,11.70 ,10.00 
E'Twaun Moore,SG,2641691.00 ,31.00 ,PHO,27.00 ,1.00 ,14.40 ,2.00 ,4.50 ,0.46 ,0.40 ,1.30 ,0.31 ,1.60 ,3.20 ,0.51 ,0.50 ,0.40 ,0.50 ,0.86 ,0.50 ,1.10 ,1.70 ,1.50 ,0.60 ,0.20 ,0.90 ,1.20 ,4.90 ,5.10 
Ja Morant,PG,9603360.00 ,21.00 ,MEM,63.00 ,63.00 ,32.60 ,6.80 ,15.20 ,0.45 ,1.20 ,3.80 ,0.30 ,5.70 ,11.40 ,0.50 ,0.49 ,4.30 ,5.90 ,0.73 ,0.90 ,3.10 ,4.00 ,7.40 ,0.90 ,0.20 ,3.20 ,1.40 ,19.10 ,20.20 
Juwan Morgan,PF,19186.00 ,23.00 ,UTA,29.00 ,0.00 ,5.10 ,0.50 ,1.00 ,0.47 ,0.10 ,0.40 ,0.31 ,0.30 ,0.60 ,0.59 ,0.53 ,0.10 ,0.20 ,0.43 ,0.30 ,0.70 ,1.00 ,0.30 ,0.10 ,0.00 ,0.10 ,0.70 ,1.20 ,1.30 
Marcus Morris,PF,15627907.00 ,31.00 ,LAC,57.00 ,29.00 ,26.40 ,4.80 ,10.20 ,0.47 ,2.50 ,5.20 ,0.47 ,2.40 ,5.10 ,0.47 ,0.59 ,1.30 ,1.60 ,0.82 ,0.60 ,3.50 ,4.10 ,1.00 ,0.60 ,0.30 ,1.00 ,2.10 ,13.40 ,11.60 
Markieff Morris,PF,2641691.00 ,31.00 ,LAL,61.00 ,27.00 ,19.70 ,2.50 ,6.20 ,0.41 ,1.10 ,3.40 ,0.31 ,1.40 ,2.80 ,0.52 ,0.49 ,0.60 ,0.80 ,0.72 ,0.80 ,3.60 ,4.40 ,1.20 ,0.40 ,0.30 ,0.90 ,1.70 ,6.70 ,7.40 
Monte Morris,PG,8333333.00 ,25.00 ,DEN,47.00 ,13.00 ,25.40 ,4.00 ,8.20 ,0.48 ,1.10 ,2.90 ,0.38 ,2.90 ,5.40 ,0.53 ,0.55 ,1.20 ,1.60 ,0.80 ,0.20 ,1.80 ,2.00 ,3.20 ,0.70 ,0.30 ,0.70 ,1.00 ,10.20 ,10.80 
Mychal Mulder,PG,#N/A,26.00 ,GSW,60.00 ,6.00 ,12.80 ,2.00 ,4.40 ,0.45 ,1.40 ,3.60 ,0.40 ,0.60 ,0.90 ,0.67 ,0.61 ,0.20 ,0.40 ,0.64 ,0.10 ,0.90 ,1.00 ,0.40 ,0.20 ,0.20 ,0.30 ,0.90 ,5.60 ,3.90 
Dejounte Murray,PG,15428571.00 ,24.00 ,SAS,67.00 ,67.00 ,31.90 ,6.60 ,14.50 ,0.45 ,0.90 ,3.00 ,0.32 ,5.60 ,11.60 ,0.49 ,0.49 ,1.60 ,2.00 ,0.79 ,0.90 ,6.20 ,7.10 ,5.40 ,1.50 ,0.10 ,1.70 ,2.00 ,15.70 ,19.50 
Jamal Murray,PG,31590000.00 ,23.00 ,DEN,48.00 ,48.00 ,35.50 ,7.90 ,16.50 ,0.48 ,2.70 ,6.60 ,0.41 ,5.20 ,9.90 ,0.52 ,0.56 ,2.80 ,3.20 ,0.87 ,0.80 ,3.30 ,4.00 ,4.80 ,1.30 ,0.30 ,2.30 ,2.00 ,21.20 ,20.60 
